"","CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","DISN","CHAPIS","CERR_CODE","TOGT","ROGT","COT","NOXT","SOXT","PMT","PM10T","year","address"
"223770",36,"SC",121595,"SC","ANGELUS BLOCK CO","3435 S RIVERSIDE AVE","BLOOMINGTON","92316",3271,"SBD","SOUTH COAST AQMD","","",0.0019895783988631,0.00084,0.01297,0.01545,9e-05,0.00117,0.00117,2012,"3435 S RIVERSIDE AVE,BLOOMINGTON, CA"
"223772",19,"SC",158786,"SC","ANGELUS SANITARY CAN MACHINE CO,","4900 PACIFIC BLVD","VERNON","90058",9999,"LA","SOUTH COAST AQMD","","",3.5532733792325,2.81027234,0.03183,0.1183,0.00052,0.01713,0.01534276,2012,"4900 PACIFIC BLVD,VERNON, CA"
"223775",19,"SC",16642,"SC","ANHEUSER-BUSCH LLC., (LA BREWERY)","15800 ROSCOE BLVD","VAN NUYS","91406",2082,"LA","SOUTH COAST AQMD","","",181.696169427598,177.87143299,40.16374,14.49391,2.53099,48.69597753,32.161249458,2012,"15800 ROSCOE BLVD,VAN NUYS, CA"
"223777",36,"SC",32076,"SC","ANITA'S MEXICAN FOODS CORP","1390 W 4TH ST","SAN BERNARDINO","92411",2096,"SBD","SOUTH COAST AQMD","","",1.16555213860759,0.68732,1.32826,3.33113,0.01783,0.26844,0.2514155,2012,"1390 W 4TH ST,SAN BERNARDINO, CA"
"223779",19,"SC",70997,"SC","ANNING-JOHNSON CO","VARIOUS LOCATIONS IN SCAQMD","DIAMOND BAR","91765",1799,"LA","SOUTH COAST AQMD","","",1.02683408482684,0.52075,1.36806,6.06332,0.00285,0.43063,0.42033988,2012,"VARIOUS LOCATIONS IN SCAQMD,DIAMOND BAR, CA"
"223780",30,"SC",7011,"SC","ANODYNE INC","2226-223 S SUSAN ST","SANTA ANA","92704",9999,"ORA","SOUTH COAST AQMD","","",0.928000084777585,0.90833,0.09626,0.1146,0.00068,0.00892139,0.0087420641,2012,"2226-223 S SUSAN ST,SANTA ANA, CA"
"223793",19,"SC",118314,"SC","ANTHONY, INC.","12812 ARROYO ST","SAN FERNANDO","91340",3231,"LA","SOUTH COAST AQMD","","",3.17443168313167,2.56971,0.50738,1.88526,0.00868158,2.51566,2.4106952,2012,"12812 ARROYO ST,SAN FERNANDO, CA"
"223802",33,"SC",117140,"SC","AOC, LLC","19991 SEATON AVE","PERRIS","92570",2295,"RIV","SOUTH COAST AQMD","","",5.72028861073578,3.73289000000033,0.77024,1.4247,0.01286,0.16742,0.14213816,2012,"19991 SEATON AVE,PERRIS, CA"
"223811",19,"SC",11882,"SC","APEX DRUM CO INC","6202 & 6226 FERGUSON DR","LOS ANGELES","90022",2449,"LA","SOUTH COAST AQMD","","",5.62187110693324,5.46692,0.38773,0.43262,0.00221,0.14379,0.1386136,2012,"6202 & 6226 FERGUSON DR,LOS ANGELES, CA"
"223835",36,"SC",126258,"SC","APPLIANCE ENAMELING & SERVICE","575 COLLEGE COMMERCE WAY","UPLAND","91786",7623,"SBD","SOUTH COAST AQMD","","",2.87366204448831,1.44355,0,0,0,0.71876,0.6900096,2012,"575 COLLEGE COMMERCE WAY,UPLAND, CA"
"223842",19,"SC",17743,"SC","APPLIED COATINGS & LININGS INC.","3224 - 3230 ROSEMEAD BLVD","EL MONTE","91731",3471,"LA","SOUTH COAST AQMD","","",6.18011710630912,4.47175,0.28562,0.46965,0.00106,2.39911,2.30360472,2012,"3224 - 3230 ROSEMEAD BLVD,EL MONTE, CA"
"223883",30,"SC",80309,"SC","ARCHITECTURAL RESPONSE KOLLECTION","2918 HALLADAY ST","SANTA ANA","92705",2511,"ORA","SOUTH COAST AQMD","","",0.49213644552662,0.45281,0,0,0,0.06074,0.0583104,2012,"2918 HALLADAY ST,SANTA ANA, CA"
"223886",19,"SC",222,"SC","ARCHITECTURAL WOODWORKING CO","582 S MONTEREY PASS RD","MONTEREY PARK","91754",2541,"LA","SOUTH COAST AQMD","","",0.701567485074353,0.42394,0.00294,0.01093,5e-05,0.00063,0.00063,2012,"582 S MONTEREY PASS RD,MONTEREY PARK, CA"
"223893",19,"SC",800286,"SC","ARCO TERMINAL SERVICES CORP","2350 OBISPO AVE","SIGNAL HILL","90755",5171,"LA","SOUTH COAST AQMD","","",17.4719954507326,16.07348121,1.26625,0.33931,0.00189847,0.01085,0.0107606,2012,"2350 OBISPO AVE,SIGNAL HILL, CA"
"223894",19,"SC",800052,"SC","ARCO TERMINAL SERVICES CORP., TERMINAL 2","1350 PIER B ST","LONG BEACH","90813",5551,"LA","SOUTH COAST AQMD","","",20.4447042248804,18.93459,0.50946,1.81171,0.0081,0.10446,0.06157536,2012,"1350 PIER B ST,LONG BEACH, CA"
"223895",19,"SC",12489,"SC","ARCO TERMINAL SERVICES CORPORATION","MARINE TERMINAL 3 PORT OF LB","LONG BEACH","90813",9999,"LA","SOUTH COAST AQMD","","",4.43410403566146,4.32792,0.65066,0.7746,0.00464,0.05886,0.05886,2012,"MARINE TERMINAL 3 PORT OF LB,LONG BEACH, CA"
"223896",19,"SC",800051,"SC","ARCO TERMINAL SERVICES CORPORATION","5905 PARAMOUNT BLVD","LONG BEACH","90805",5171,"LA","SOUTH COAST AQMD","","",18.3021095012976,16.48788314,0.31093,0.56955,0.000390342,0.03183433,0.03113071,2012,"5905 PARAMOUNT BLVD,LONG BEACH, CA"
"223900",19,"SC",124619,"SC","ARDAGH METAL PACKAGING USA INC.","936 BARRACUDA ST","TERMINAL ISLAND","90731",3411,"LA","SOUTH COAST AQMD","","",17.9855354279453,17.09569,0.67147,2.4942,0.0115,0.14388,0.14388,2012,"936 BARRACUDA ST,TERMINAL ISLAND, CA"
"223915",19,"SC",163108,"SC","ARKEMA INC","19500 MARINER AVE","TORRANCE","90503",9999,"LA","SOUTH COAST AQMD","","",2.27172208929214,2.07927,0.02856,0.13132,5e-05,0.00938,0.00915488,2012,"19500 MARINER AVE,TORRANCE, CA"
"223916",19,"SC",163088,"SC","ARKEMA INC.","19206 HAWTHORNE BLVD","TORRANCE","90503",2821,"LA","SOUTH COAST AQMD","","",0.952385646016777,0.8088046818,0.24458,0.3689,0.00204,0.02593,0.02593,2012,"19206 HAWTHORNE BLVD,TORRANCE, CA"
"223919",30,"SC",167066,"SC","ARLON GRAPHICS L.L.C.","2811 S HARBOR BLVD","SANTA ANA","92704",9999,"ORA","SOUTH COAST AQMD","","",32.0773773214093,31.3871508,0.38515,1.39347,0.0062,0.07783,0.0753655,2012,"2811 S HARBOR BLVD,SANTA ANA, CA"
"223920",36,"SC",46646,"SC","ARLON, MATERIALS FOR ELECTRONICS DIV","9433 HYSSOP DR","RANCHO CUCAMONGA","91730",2822,"SBD","SOUTH COAST AQMD","","",2.26922704279227,1.66136,1.17456,2.91365,0.01436,0.18058,0.1700994,2012,"9433 HYSSOP DR,RANCHO CUCAMONGA, CA"
"223926",19,"SC",22963,"SC","ARMORCAST PROD. CO","13030 RAYMER ST","NORTH HOLLYWOOD","91605",3444,"LA","SOUTH COAST AQMD","","",1.08206412825651,0.75593,0,0,0,0,0,2012,"13030 RAYMER ST,NORTH HOLLYWOOD, CA"
"223927",19,"SC",110577,"SC","ARMORCAST PRODUCTS COMPANY","13230-46 SATICOY","NORTH HOLLYWOOD","91605",3444,"LA","SOUTH COAST AQMD","","",10.1654738047524,7.1016,0,0,0,0,0,2012,"13230-46 SATICOY,NORTH HOLLYWOOD, CA"
"223931",19,"SC",12155,"SC","ARMSTRONG WORLD INDUSTRIES INC","5037 PATATA ST","SOUTH GATE","90280",5713,"LA","SOUTH COAST AQMD","","",65.9911723418396,49.93199,1.49039,2.36297,0.01571506,9.011862,5.537599328,2012,"5037 PATATA ST,SOUTH GATE, CA"
"223932",33,"SS",74408,"SC","ARMTEC DEFENSE PROD. CO","85-901 AVENUE 53","COACHELLA","92236",3489,"RIV","SOUTH COAST AQMD","","",8.1775366741637,3.98891,0.44705,2.91466,0.11451,0.5851,0.26162264,2012,"85-901 AVENUE 53,COACHELLA, CA"
"223933",19,"SC",132403,"SC","ARNACO POWDER COATING CO., INC","400 W ROOSEVELT AVE B","MONTEBELLO","90640",3479,"LA","SOUTH COAST AQMD","","",0.741022499673813,0.70763,1e-05,0.14964,0.00081,1e-05,1e-05,2012,"400 W ROOSEVELT AVE B,MONTEBELLO, CA"
"223939",19,"SC",164864,"SC","ARROWHEAD BRASS & PLUMBING","5142 ALHAMBRA AVE","LOS ANGELES","90032",9999,"LA","SOUTH COAST AQMD","","",0.0302840300177406,0.02043,0.08475,0.1009,6e-04,0.01326,0.01083788,2012,"5142 ALHAMBRA AVE,LOS ANGELES, CA"
"223940",36,"SC",118379,"SC","ARROWHEAD REGIONAL MEDICAL CTR","400 N PEPPER AVE","COLTON","92324",8062,"SBD","SOUTH COAST AQMD","","",2.6669155433402,1.34111,2.3874,3.19156,0.09144,0.98814,0.91229844,2012,"400 N PEPPER AVE,COLTON, CA"
"223955",19,"SC",172203,"SC","ARTISAN HOUSE, INC","8238 LANKERSHIM BLVD","NORTH HOLLYWOOD","91605",3499,"LA","SOUTH COAST AQMD","","",0.00566858993825286,0.0056,0,0,0,0,0,2012,"8238 LANKERSHIM BLVD,NORTH HOLLYWOOD, CA"
"223957",19,"SC",155197,"SC","ARTISTIC ENTERTAINMENT SERVICES, LLC","120 N ASPAN AVE","AZUSA","91702",7389,"LA","SOUTH COAST AQMD","","",1.86074816695396,1.18746,0,0,0,0,0,2012,"120 N ASPAN AVE,AZUSA, CA"
"223966",19,"SC",23351,"SC","ASHLAND SPECIALTY CHEMICAL COMPANY","6608 E 26TH ST","LOS ANGELES","90040",2821,"LA","SOUTH COAST AQMD","","",4.13026209354142,2.88456747,1.3094,1.2071,0.01952,0.41926,0.3343222,2012,"6608 E 26TH ST,LOS ANGELES, CA"
"223990",30,"SC",57088,"SC","ASSOCIATED READY MIXED CONCRETE INC","18030 MOUNT WASHINGTON ST","FOUNTAIN VALLEY","92708",3273,"ORA","SOUTH COAST AQMD","","",0.00157172995780591,0.00149,0,0,0,2.72537,2.5052866,2012,"18030 MOUNT WASHINGTON ST,FOUNTAIN VALLEY, CA"
"224034",19,"SC",19305,"SC","ASTRO ALUMINUM TREATING CO INC","11040 PALMER AVE","SOUTH GATE","90280",3398,"LA","SOUTH COAST AQMD","","",1.32785409758408,0.56062,1.80815,5.56074,0.04822,0.60329,0.60329,2012,"11040 PALMER AVE,SOUTH GATE, CA"
"224035",19,"SC",30777,"SC","ASTRO PAK CORPORATION","12201 PANGBORN AVE","DOWNEY","90241",7349,"LA","SOUTH COAST AQMD","","",2.54153238276703,2.54125,0.0039,0.00734,0.001396,0.00034,0.00034,2012,"12201 PANGBORN AVE,DOWNEY, CA"
"224215",19,"SC",142167,"SC","ATLANTIC RICHFIELD COMPANY","8601 GARFIELD AVE","SOUTH GATE","90280",1799,"LA","SOUTH COAST AQMD","","",0.607856061405933,0.19717,0.10445,0.2519,0.00104,0.01332,0.013308,2012,"8601 GARFIELD AVE,SOUTH GATE, CA"
"224224",19,"SC",10094,"SC","ATLAS CARPET MILLS INC","340 S AVENUE 17","LOS ANGELES","90031",9999,"LA","SOUTH COAST AQMD","","",0.657318806252961,0.27752,4.02028,0.88073,0.02974441,0.37686,0.3757215,2012,"340 S AVENUE 17,LOS ANGELES, CA"
"224230",36,"SC",77271,"SC","ATLAS PACIFIC CORPORATION","2803 INDUSTRIAL DR","BLOOMINGTON","92316",3341,"SBD","SOUTH COAST AQMD","","",0.558432022738039,0.23577,1.1789,2.41392,0.02019,1.77215,1.3240512,2012,"2803 INDUSTRIAL DR,BLOOMINGTON, CA"
"224260",19,"SC",133070,"SC","AVALON LABORATORIES, LLC","2610 E HOMESTEAD","RANCHO DOMINGUEZ","90220",3069,"LA","SOUTH COAST AQMD","","",7.09162697559256,3.44031,0,0,0,0,0,2012,"2610 E HOMESTEAD,RANCHO DOMINGUEZ, CA"
"224271",30,"SC",165085,"SC","AXIOM MATERIALS, INC","2322 PULLMAN ST","SANTA ANA","92705",9999,"ORA","SOUTH COAST AQMD","","",0.188412634545068,0.13064,0.02362,0.08775,4e-04,0.00506,0.00506,2012,"2322 PULLMAN ST,SANTA ANA, CA"
"224272",36,"SC",54219,"SC","AZ COUNTERTOPS, INC.","1524-25 W BROOKS ST","ONTARIO","91762",3281,"SBD","SOUTH COAST AQMD","","",3.1393002004008,2.8228,0,0,0,0,0,2012,"1524-25 W BROOKS ST,ONTARIO, CA"
"224275",19,"SC",53832,"SC","B & C PLATING CO","1507 S SUNOL DR","LOS ANGELES","90023",9999,"LA","SOUTH COAST AQMD","","",0,0,0,0,0,0.0013,0.000247,2012,"1507 S SUNOL DR,LOS ANGELES, CA"
"224280",30,"SC",117290,"SC","B BRAUN MEDICAL, INC","2525 MCGAW AVE","IRVINE","92614",3841,"ORA","SOUTH COAST AQMD","","",46.2659315969683,12.68739,15.80107,8.78396,0.22605,32.14335,23.33658104,2012,"2525 MCGAW AVE,IRVINE, CA"
"224282",19,"SC",57442,"SC","B I G ENTER. INC","9702 E RUSH ST","SOUTH EL MONTE","91733",9999,"LA","SOUTH COAST AQMD","","",3.70867860132605,3.563730399,0,0,0,0,0,2012,"9702 E RUSH ST,SOUTH EL MONTE, CA"
"224286",19,"SC",15666,"SC","B I NUTRACEUTICALS","2550 EL PRESIDIO ST","LONG BEACH","90810",2833,"LA","SOUTH COAST AQMD","","",0.0399810516342965,0.01688,0.25788,0.307,0.00184,0.02333,0.02333,2012,"2550 EL PRESIDIO ST,LONG BEACH, CA"
"224305",36,"SC",167124,"SC","BACHOC DAIRY #2","10572 E EDISON AVE","ONTARIO","91761",241,"SBD","SOUTH COAST AQMD","","",13.4590609791011,9.4025,0,0,0,3.54576,1.734940368,2012,"10572 E EDISON AVE,ONTARIO, CA"
"224317",19,"SC",800016,"SC","BAKER COMMODITIES INC","4020 BANDINI BLVD","VERNON","90058",2077,"LA","SOUTH COAST AQMD","","",2.26602115942995,1.17848,12.17889,7.63847,0.06333452,1.00903,0.99753808,2012,"4020 BANDINI BLVD,VERNON, CA"
"224371",19,"SC",157292,"SC","BANG PRINTING","28210 N AVENUE STANFORD","SANTA CLARITA","91355",9999,"LA","SOUTH COAST AQMD","","",4.09606260762277,3.84667,0.29989,1.13645,0.00474,0.06716,0.06695912,2012,"28210 N AVENUE STANFORD,SANTA CLARITA, CA"
"224376",19,"SC",50323,"SC","BANK OF AMERICA-LOS ANGELES DATA CENTER","1000 W TEMPLE","LOS ANGELES","90012",6021,"LA","SOUTH COAST AQMD","","",0.091193117525209,0.045321883657,0.521925117868,0.73674006794,0.024373099054,1.31620168469,0.95621066434744,2012,"1000 W TEMPLE,LOS ANGELES, CA"
"224378",33,"SC",180042,"SC","BANNING MUNI","600 S HATHAWAY ST","BANNING","92220",4581,"RIV","SOUTH COAST AQMD","Y","",0.7553,0.6704,29.3385,0.3523,0.071,0.669185279,0.6124,2012,"600 S HATHAWAY ST,BANNING, CA"
"224392",19,"SC",13618,"SC","BARRY AVE PLATING CO INC","2210 BARRY AVE","LOS ANGELES","90064",3399,"LA","SOUTH COAST AQMD","","",1.73578265900772,1.71662,0.02142,0.32659,0.00015,2.131706251,0.40725129853,2012,"2210 BARRY AVE,LOS ANGELES, CA"
"224393",19,"SC",93399,"SC","BARRY CONTROLS","4510 VANOWEN ST","BURBANK","91505",3069,"LA","SOUTH COAST AQMD","","",2.45810048942148,2.4442008,0.04992,0.18544,0.00085,0.04995,0.0478231,2012,"4510 VANOWEN ST,BURBANK, CA"
"224399",30,"SC",136360,"SC","BART UDINK CONSTRUCTION INC","5601 ENGINEER DR","HUNTINGTON BEACH","92649",2511,"ORA","SOUTH COAST AQMD","","",0.210439886678395,0.20732,0,0,0,1.21843,1.1216588,2012,"5601 ENGINEER DR,HUNTINGTON BEACH, CA"
"224401",19,"SC",35409,"SC","BARTON BRANDS","2202 E DEL AMO BLVD","CARSON","90749",2085,"LA","SOUTH COAST AQMD","","",6.43094597142167,4.23751004401372,0.3529,0.4264,0.00121,0.01675,0.0164845,2012,"2202 E DEL AMO BLVD,CARSON, CA"
"224406",30,"SC",56007,"SC","BASF CORPORATION","210 E MEATS AVE","ORANGE","92865",2821,"ORA","SOUTH COAST AQMD","","",1.9225118605269,1.35081,0.01929,0.06584,0.00029,0.03503,0.0336005,2012,"210 E MEATS AVE,ORANGE, CA"
"224410",36,"SC",164799,"SC","BASQUE AMERICAN DAIRY #2","14400 GROVE AVE","ONTARIO","91761",241,"SBD","SOUTH COAST AQMD","","",4.25654165473805,2.97362,0,0,0,1.3172,0.64450596,2012,"14400 GROVE AVE,ONTARIO, CA"
"224411",36,"SC",166952,"SC","BASQUE AMERICAN DAIRY #3","13575 S WALKER AVE","ONTARIO","91761",241,"SBD","SOUTH COAST AQMD","","",4.13684511880905,2.89,0,0,0,1.424,0.6967632,2012,"13575 S WALKER AVE,ONTARIO, CA"
"224412",36,"SC",144990,"SC","BASQUE AMERICAN DAIRY,JEAN GASTELLUBERRY","8484 SCHAEFER AVE","ONTARIO","91761",241,"SBD","SOUTH COAST AQMD","","",6.2163612940166,4.34275,0,0,0,2.2072,1.07998296,2012,"8484 SCHAEFER AVE,ONTARIO, CA"
"224415",30,"SC",156536,"SC","BATAVIA FURNITURE REFINISHING","1210 N BATAVIA ST","ORANGE","92867",7641,"ORA","SOUTH COAST AQMD","","",0.291034931765269,0.28186,0,0,0,3e-04,0.000288,2012,"1210 N BATAVIA ST,ORANGE, CA"
"224418",30,"SC",14931,"SC","BAU FURNITURE MANUFACTURING, THOMAS BAU","10551 HUMBOLT ST","LOS ALAMITOS","90720",9999,"ORA","SOUTH COAST AQMD","","",0.137653492956857,0.0913000232,0,0,0,0.01434,0.0137664,2012,"10551 HUMBOLT ST,LOS ALAMITOS, CA"
"224420",36,"SC",146475,"SC","BAUSMAN & COMPANY","1425 S CAMPUS AVE","ONTARIO","91761",2511,"SBD","SOUTH COAST AQMD","","",1.16148974886519,0.86625,0.18795,0.6981,0.00322,0.52489,0.5055052,2012,"1425 S CAMPUS AVE,ONTARIO, CA"
"224423",19,"SC",69081,"SC","BAXTER HEALTHCARE CORP., HYLAND DIV","4501 COLORADO BLVD","LOS ANGELES","90039",2834,"LA","SOUTH COAST AQMD","","",253.054601878562,106.88039,0.43848,1.64207,0.04581809,0.60707,0.60581822,2012,"4501 COLORADO BLVD,LOS ANGELES, CA"
"224424",30,"SC",800018,"SC","BAXTER HEALTHCARE CORPORATION","17511 ARMSTRONG AVE","IRVINE","92614",3841,"ORA","SOUTH COAST AQMD","","",4.37553083300122,4.14863,0.00051,0.00234,1.05e-06,0.00016,0.00015616,2012,"17511 ARMSTRONG AVE,IRVINE, CA"
"224468",30,"SC",96865,"SC","BBE SOUND INC, G & L MUSICAL PRODUCTS DB","2548 E FENDER AVE # B","FULLERTON","92831",9999,"ORA","SOUTH COAST AQMD","","",0.343779734790971,0.33962,0,0,0,0.04173,0.0400608,2012,"2548 E FENDER AVE # B,FULLERTON, CA"
"224484",36,"SC",108489,"SC","BEAR MOUNTAIN SKI RESORT","43101 GOLDMINE DR","BIG BEAR LAKE","92315",5947,"SBD","SOUTH COAST AQMD","","",0.118054496038047,0.0483,0.18738,0.35109,0.00192179,0.02208,0.021885,2012,"43101 GOLDMINE DR,BIG BEAR LAKE, CA"
"224486",30,"SC",117180,"SC","BEARING INSPECTION INC","4422 CORPORATE CENTER DR","LOS ALAMITOS","90720",7699,"ORA","SOUTH COAST AQMD","","",3.59251255979281,2.81998000371,0.00542,0.02015,9e-05,0.00338183,0.0030125477,2012,"4422 CORPORATE CENTER DR,LOS ALAMITOS, CA"
"224503",30,"SC",147118,"SC","BELLPORT/NEWPORT HARBOR SHIPYARD","101-151 SHIPYARD WAY BERTH C","NEWPORT BEACH","92663",3731,"ORA","SOUTH COAST AQMD","","",4.18656949134332,3.19753,0,0,0,0,0,2012,"101-151 SHIPYARD WAY BERTH C,NEWPORT BEACH, CA"
"224520",19,"SC",40034,"SC","BENTLEY PRINCE STREET INC","14641 E DON JULIAN RD","CITY OF INDUSTRY","91746",2273,"LA","SOUTH COAST AQMD","","",3.25998931079326,2.8372939,2.78404,2.02207,0.02423,0.52447,0.41781242,2012,"14641 E DON JULIAN RD,CITY OF INDUSTRY, CA"
"224533",33,"SS",180047,"SC","BERMUDA DUNES","","","",4581,"RIV","SOUTH COAST AQMD","","",3.9883,3.7064,109.4662,2.3571,0.4767,3.335579638,3.104,2012,",, CA"
"224534",19,"SC",119907,"SC","BERRY PETROLEUM COMPANY","25121 N SIERRA HWY","SANTA CLARITA","91321",1311,"LA","SOUTH COAST AQMD","","",177.114221585951,66.10957,53.40741,66.75698,0.97912,7.69893,7.67939274,2012,"25121 N SIERRA HWY,SANTA CLARITA, CA"
"224540",19,"SC",118121,"SC","BERT-CO GRAPHICS, BERT-CO IND DBA","3800 N MISSION RD","LOS ANGELES","90031",2759,"LA","SOUTH COAST AQMD","","",6.29089203470952,6.26228,0.00437,0.01625,7e-05,0.00093,0.00093,2012,"3800 N MISSION RD,LOS ANGELES, CA"
"224545",19,"SC",115962,"SC","BEST CONTRACTING SERVICES INC","VARIOUS LOCATIONS IN SCAQMD","GARDENA","90248",1761,"LA","SOUTH COAST AQMD","","",16.9206705417299,16.56842,0.49784,0.03716,0.00101,0.003,0.00265506,2012,"VARIOUS LOCATIONS IN SCAQMD,GARDENA, CA"
"224547",19,"SC",55021,"SC","BEST LABEL CO INC","13260 MOORE ST","CERRITOS","90703",2759,"LA","SOUTH COAST AQMD","","",3.54244627973479,3.51458,0,0,0,0,0,2012,"13260 MOORE ST,CERRITOS, CA"
"224550",30,"SC",166073,"SC","BETA OFFSHORE","OCS LEASE PARCELS P300/P301","HUNTINGTON BEACH","92648",9999,"ORA","SOUTH COAST AQMD","","",24.266617225262,11.928,26.19883,219.59786,0.10448288,5.7771,5.66657466,2012,"OCS LEASE PARCELS P300/P301,HUNTINGTON BEACH, CA"
"224554",19,"SC",12129,"SC","BEVERLY HOSPITAL","309 W BEVERLY BLVD","MONTEBELLO","90640",8062,"LA","SOUTH COAST AQMD","","",1.91685373506552,1.32031,1.6595,1.71414,0.01305,0.18413,0.18199612,2012,"309 W BEVERLY BLVD,MONTEBELLO, CA"
"224557",19,"SC",113465,"SC","BFI WASTE SYS OF NA/AZUSA GAS SYS OPR","1201-09 W GLADSTONE ST","AZUSA","91702",4953,"LA","SOUTH COAST AQMD","","",3.43955446356552,1.64445,7.25919,6.74212,5.37714449,0.08929,0.08927296,2012,"1201-09 W GLADSTONE ST,AZUSA, CA"
"224565",19,"SC",155474,"SC","BICENT (CALIFORNIA) MALBURG LLC","4963 S SOTO ST","VERNON","90058",9999,"LA","SOUTH COAST AQMD","","",49.5322038047252,4.53037,6.09163,19.70259,0.77762,21.83055,21.32436342,2012,"4963 S SOTO ST,VERNON, CA"
"224570",36,"SC",45063,"SC","BIG BEAR AREA REGIONAL WASTEWATER","122 PALOMINO DR","BIG BEAR CITY","92314",4952,"SBD","SOUTH COAST AQMD","","",3.25675035528186,1.375,21,25,0.15,1.9,1.9,2012,"122 PALOMINO DR,BIG BEAR CITY, CA"
"224571",36,"SC",180038,"SC","BIG BEAR CITY AIRPORT","501 W VALLEY BLVD","BIG BEAR CITY","92314",4581,"SBD","SOUTH COAST AQMD","Y","",2.8043,2.4963,93.4826,1.0326,0.2,2.120422351,1.9593,2012,"501 W VALLEY BLVD,BIG BEAR CITY, CA"
"224581",36,"SC",145038,"SC","BILL KOOT DAIRY, BILL KOOT DBA","8762 KIMBALL AVE","CHINO","91710",9999,"SBD","SOUTH COAST AQMD","","",10.7026481534498,7.47687,0,0,0,2.9192,1.42836456,2012,"8762 KIMBALL AVE,CHINO, CA"
"224586",19,"SC",132068,"SC","BIMBO BAKERIES USA INC","480 S VAIL AVE","MONTEBELLO","90640",2099,"LA","SOUTH COAST AQMD","","",6.01545118080163,5.37569,5.32182,3.91247,0.03796,3.27888,1.29387684,2012,"480 S VAIL AVE,MONTEBELLO, CA"
"224602",19,"SC",20445,"SC","BIOLA UNIVERSITY","13800 BIOLA AVE","LA MIRADA","90639",8221,"LA","SOUTH COAST AQMD","","",36.3450228469738,3.3882,13.44955,3.76342,0.04619,0.08900199,0.07002717806,2012,"13800 BIOLA AVE,LA MIRADA, CA"
"224620",19,"SC",73513,"SC","BJ SERVICES CO U S A","11927 GREENSTONE AVE","SANTA FE SPRINGS","90670",1389,"LA","SOUTH COAST AQMD","","",5.82460924897893,2.8152,0,0,0,3.2858,3.022936,2012,"11927 GREENSTONE AVE,SANTA FE SPRINGS, CA"
"224623",19,"SC",800209,"SC","BKK CORP (EIS USE)","2210 S AZUSA AVE","WEST COVINA","91792",4953,"LA","SOUTH COAST AQMD","","",0.63397489539749,0.30304,0.50119,4.96532,4.54572,1.82994,1.82994,2012,"2210 S AZUSA AVE,WEST COVINA, CA"
"224642",30,"SC",135256,"SC","BLOOMFIELD BAKERS","10711 BLOOMFIELD ST","LOS ALAMITOS","90720",2051,"ORA","SOUTH COAST AQMD","","",6.71412796778778,6.70177,0.04523,0.16801,0.00076,0.00969,0.00969,2012,"10711 BLOOMFIELD ST,LOS ALAMITOS, CA"
"224653",19,"SC",20421,"SC","BLUE DIAMOND INGLEWOOD ASPHALT CORP","441 W RAILROAD PL","INGLEWOOD","90302",9999,"LA","SOUTH COAST AQMD","","",0.337037764549111,0.1598,0.62457,2.31985,0.0107,6.62047,4.08288907,2012,"441 W RAILROAD PL,INGLEWOOD, CA"
"224681",19,"SC",180007,"SC","BOB HOPE AIRPORT","2627 NORTH HOLLYWOOD WAY","BURBANK","91505",4581,"LA","SOUTH COAST AQMD","Y","",50.3741,49.1641,393.5307,257.7618,28.0405,11.682392408,11.1943,2012,"2627 NORTH HOLLYWOOD WAY,BURBANK, CA"
"224687",30,"SC",33837,"SC","BODYCOTE THERMAL PROCESSING","7474 GARDEN GROVE BLVD","WESTMINSTER","92683",3398,"ORA","SOUTH COAST AQMD","","",0.698673614400758,0.29498,1.4749,5.4782,0.02528,0.31605,0.31605,2012,"7474 GARDEN GROVE BLVD,WESTMINSTER, CA"
"224688",19,"SC",70748,"SC","BODYCOTE THERMAL PROCESSING","9921 ROMANDEL AVE","SANTA FE SPRINGS","90670",3398,"LA","SOUTH COAST AQMD","","",0.585693983893889,0.24728,1.23646,4.07583,0.02118,0.26494,0.26494,2012,"9921 ROMANDEL AVE,SANTA FE SPRINGS, CA"
"224689",19,"SC",133525,"SC","BODYCOTE THERMAL PROCESSING","2900 S SUNOL DR","LOS ANGELES","90023",3398,"LA","SOUTH COAST AQMD","","",0.386049265750829,0.16299,0.81497,3.02705,0.01397,0.17463,0.17463,2012,"2900 S SUNOL DR,LOS ANGELES, CA"
"224699",33,"SC",145037,"SC","BOERSMA DAIRY, ERIC BOERSMA DBA","4050 RAMONA EXPRESSWAY","SAN JACINTO","92582",241,"RIV","SOUTH COAST AQMD","","",12.5021471514457,8.734,0,0,0,3.204,1.5677172,2012,"4050 RAMONA EXPRESSWAY,SAN JACINTO, CA"
"224717",33,"SC",1073,"SC","BORAL ROOFING LLC","909 RAILROAD ST","CORONA","92882",3259,"RIV","SOUTH COAST AQMD","","",2.1428943628612,0.90473,2.90765,5.803,8.05318,1.4251,1.150363,2012,"909 RAILROAD ST,CORONA, CA"
"224720",36,"SC",115622,"SC","BORAL ROOFING, LLC","3511 N RIVERSIDE AVE","RIALTO","92377",3272,"SBD","SOUTH COAST AQMD","","",5.26742627638819,3.37833,0.05967,0.22165,0.001023,0.50802,0.4683993,2012,"3511 N RIVERSIDE AVE,RIALTO, CA"
